,ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside,XClick1X,XClick2X,XClick3X,XClick4X,XClick1Y,XClick2Y,XClick3Y,XClick4Y
874387,0c6a2a02ad3b97a6,xclick,/m/09b5t,1,0.13625,0.27125,0.250469,0.633208,1,0,0,0,0,0.241875,0.21125,0.13625,0.27125,0.250469,0.633208,0.441839,0.401501
874698,0c6b913a1473c510,xclick,/m/09b5t,1,0.53,0.946,0.10479,0.823353,1,0,0,0,0,0.724,0.834,0.53,0.946,0.10479,0.823353,0.368263,0.437126
874699,0c6b913a1473c510,xclick,/m/09b5t,1,0.63,0.92,0.10479,0.434132,1,0,0,0,0,0.72,0.63,0.92,0.732,0.10479,0.224551,0.143713,0.434132
876861,0c7470183d140d1a,xclick,/m/09b5t,1,0.099437,0.361476,0.138211,0.617261,1,0,0,0,0,0.313946,0.217011,0.099437,0.361476,0.138211,0.617261,0.460913,0.358974
878259,0c793a3688a9938a,xclick,/m/09b5t,1,0.06125,0.371875,0.401501,0.820826,1,0,0,0,0,0.17125,0.06125,0.21875,0.371875,0.401501,0.530957,0.820826,0.554409
885374,0c99efc1286da697,xclick,/m/09b5t,1,0.000625,0.47875,0.1275,0.999167,1,0,0,1,0,0.263125,0.000625,0.47875,0.254375,0.1275,0.5875,0.563333,0.999167
885375,0c99efc1286da697,xclick,/m/09b5t,1,0.545,0.990625,0.146667,0.711667,1,0,0,1,0,0.65125,0.896875,0.990625,0.545,0.146667,0.711667,0.220833,0.435833
892105,0cb66680b792d549,xclick,/m/09b5t,1,0.0,0.7625,0.105066,0.998124,0,1,0,0,0,0.48,0.7625,0.44625,0.0,0.105066,0.435272,0.998124,0.780488
900710,0cdbe174ec5bc614,xclick,/m/09b5t,1,0.408125,0.6375,0.173095,0.999059,0,0,0,0,0,0.47,0.408125,0.6375,0.574375,0.173095,0.624647,0.638758,0.999059
903754,0ce6d9a4973b8368,xclick,/m/09b5t,1,0.0,0.178667,0.459,0.938,1,1,0,0,0,0.154,0.0,0.08,0.178667,0.459,0.503,0.938,0.509
903755,0ce6d9a4973b8368,xclick,/m/09b5t,1,0.120667,0.528,0.53,0.999,1,1,0,0,0,0.209333,0.120667,0.528,0.495333,0.53,0.942,0.838,0.999
903756,0ce6d9a4973b8368,xclick,/m/09b5t,1,0.417333,0.752,0.25,0.999,1,0,0,0,0,0.472667,0.417333,0.543333,0.752,0.25,0.683,0.999,0.511
903757,0ce6d9a4973b8368,xclick,/m/09b5t,1,0.75,0.999333,0.653,0.999,1,1,0,0,0,0.882,0.75,0.999333,0.992,0.676,0.877,0.653,0.999
903847,0ce74e1035cba358,xclick,/m/09b5t,1,0.072643,0.229521,0.449375,0.59625,1,0,0,1,0,0.204019,0.072643,0.229521,0.2017,0.449375,0.500625,0.47,0.59625
903848,0ce74e1035cba358,xclick,/m/09b5t,1,0.079598,0.222566,0.321875,0.46375,1,0,0,1,0,0.207883,0.079598,0.222566,0.167697,0.321875,0.373125,0.3575,0.46375
903849,0ce74e1035cba358,xclick,/m/09b5t,1,0.100464,0.248068,0.5775,0.70375,1,0,0,1,0,0.227202,0.100464,0.248068,0.241886,0.5775,0.6375,0.58625,0.70375
903850,0ce74e1035cba358,xclick,/m/09b5t,1,0.112828,0.252705,0.299375,0.43625,1,0,0,1,0,0.204019,0.112828,0.252705,0.231066,0.299375,0.349375,0.3475,0.43625
903851,0ce74e1035cba358,xclick,/m/09b5t,1,0.153014,0.279753,0.704375,0.816875,1,0,0,1,0,0.250386,0.153014,0.279753,0.248068,0.704375,0.745625,0.745625,0.816875
903852,0ce74e1035cba358,xclick,/m/09b5t,1,0.170015,0.282071,0.17625,0.324375,1,0,0,1,0,0.261206,0.170015,0.282071,0.239567,0.17625,0.2325,0.19625,0.324375
903853,0ce74e1035cba358,xclick,/m/09b5t,1,0.193199,0.307573,0.594375,0.691875,1,0,0,1,0,0.288253,0.193199,0.307573,0.275889,0.594375,0.62,0.60125,0.691875
903854,0ce74e1035cba358,xclick,/m/09b5t,1,0.2017,0.322257,0.198125,0.2975,1,0,0,1,0,0.22102,0.2017,0.322257,0.290572,0.198125,0.211875,0.225625,0.2975
903855,0ce74e1035cba358,xclick,/m/09b5t,1,0.222566,0.328439,0.486875,0.5875,1,0,0,1,0,0.241886,0.222566,0.328439,0.250386,0.486875,0.53125,0.510625,0.5875
903856,0ce74e1035cba358,xclick,/m/09b5t,1,0.238022,0.307573,0.421875,0.491875,1,0,0,1,0,0.282071,0.238022,0.307573,0.278207,0.421875,0.4425,0.430625,0.491875
903857,0ce74e1035cba358,xclick,/m/09b5t,1,0.241886,0.301391,0.3575,0.415625,1,0,0,1,0,0.246522,0.241886,0.301391,0.248068,0.3575,0.39,0.378125,0.415625
903858,0ce74e1035cba358,xclick,/m/09b5t,1,0.27357,0.373261,0.303125,0.395,1,0,0,1,0,0.353941,0.27357,0.373261,0.313756,0.303125,0.33,0.30625,0.395
903859,0ce74e1035cba358,xclick,/m/09b5t,1,0.279753,0.404173,0.1175,0.264375,1,0,0,1,0,0.374807,0.279753,0.404173,0.378671,0.1175,0.1775,0.13625,0.264375
903860,0ce74e1035cba358,xclick,/m/09b5t,1,0.285935,0.446677,0.75375,0.893125,1,0,0,1,0,0.311437,0.285935,0.446677,0.35626,0.75375,0.8275,0.788125,0.893125
903861,0ce74e1035cba358,xclick,/m/09b5t,1,0.299073,0.425811,0.388125,0.500625,1,0,0,1,0,0.406491,0.299073,0.425811,0.370943,0.388125,0.415,0.393125,0.500625
903862,0ce74e1035cba358,xclick,/m/09b5t,1,0.301391,0.446677,0.27375,0.39,1,0,0,1,0,0.412674,0.301391,0.446677,0.391808,0.27375,0.318125,0.2875,0.39
903863,0ce74e1035cba358,xclick,/m/09b5t,1,0.302937,0.429675,0.485,0.6475,1,0,0,1,0,0.402628,0.302937,0.429675,0.379444,0.485,0.551875,0.5025,0.6475
903864,0ce74e1035cba358,xclick,/m/09b5t,1,0.332303,0.446677,0.151875,0.283125,1,0,0,1,0,0.351623,0.332303,0.446677,0.393354,0.151875,0.170625,0.1875,0.283125
903865,0ce74e1035cba358,xclick,/m/09b5t,1,0.406491,0.516229,0.7975,0.91875,1,0,0,1,0,0.482998,0.406491,0.516229,0.516229,0.7975,0.84,0.85,0.91875
903866,0ce74e1035cba358,xclick,/m/09b5t,1,0.410355,0.560278,0.078125,0.254375,1,0,0,1,0,0.520093,0.410355,0.560278,0.534776,0.078125,0.110625,0.1075,0.254375
903867,0ce74e1035cba358,xclick,/m/09b5t,1,0.425811,0.556414,0.24125,0.383125,1,0,0,1,0,0.529366,0.425811,0.556414,0.514683,0.24125,0.303125,0.27375,0.383125
903868,0ce74e1035cba358,xclick,/m/09b5t,1,0.427357,0.530139,0.3725,0.52375,0,0,0,1,0,0.509274,0.530139,0.49459,0.427357,0.3725,0.431875,0.52375,0.421875
903869,0ce74e1035cba358,xclick,/m/09b5t,1,0.434312,0.501546,0.72875,0.790625,1,0,0,1,0,0.444359,0.434312,0.501546,0.463679,0.72875,0.735625,0.7425,0.790625
903870,0ce74e1035cba358,xclick,/m/09b5t,1,0.451314,0.541731,0.67,0.745625,1,0,0,1,0,0.53323,0.451314,0.541731,0.5,0.67,0.690625,0.676875,0.745625
903871,0ce74e1035cba358,xclick,/m/09b5t,1,0.473725,0.591963,0.1025,0.230625,1,0,0,1,0,0.490726,0.473725,0.591963,0.482226,0.1025,0.119375,0.14,0.230625
903872,0ce74e1035cba358,xclick,/m/09b5t,1,0.476043,0.62442,0.639375,0.7575,1,0,0,1,0,0.495363,0.476043,0.62442,0.516229,0.639375,0.661875,0.6875,0.7575
903873,0ce74e1035cba358,xclick,/m/09b5t,1,0.506182,0.584235,0.82125,0.91875,1,0,0,1,0,0.535549,0.506182,0.584235,0.520866,0.82125,0.90125,0.843125,0.91875
903874,0ce74e1035cba358,xclick,/m/09b5t,1,0.507728,0.588099,0.753125,0.8175,1,0,0,1,0,0.518547,0.507728,0.588099,0.544049,0.753125,0.78,0.773125,0.8175
903875,0ce74e1035cba358,xclick,/m/09b5t,1,0.527048,0.634467,0.2875,0.383125,1,0,0,1,0,0.619784,0.527048,0.634467,0.590417,0.2875,0.33,0.294375,0.383125
903876,0ce74e1035cba358,xclick,/m/09b5t,1,0.539413,0.676971,0.389375,0.53125,1,0,0,1,0,0.561051,0.539413,0.676971,0.588099,0.389375,0.43375,0.415,0.53125
903877,0ce74e1035cba358,xclick,/m/09b5t,1,0.556414,0.706337,0.289375,0.405625,1,0,0,1,0,0.575734,0.556414,0.706337,0.628284,0.289375,0.31125,0.32375,0.405625
903878,0ce74e1035cba358,xclick,/m/09b5t,1,0.564915,0.691654,0.514375,0.630625,1,0,0,1,0,0.674652,0.564915,0.691654,0.613601,0.514375,0.538125,0.528125,0.630625
903879,0ce74e1035cba358,xclick,/m/09b5t,1,0.578053,0.729521,0.136875,0.291875,1,0,0,1,0,0.595054,0.578053,0.729521,0.618238,0.136875,0.14875,0.165625,0.291875
903880,0ce74e1035cba358,xclick,/m/09b5t,1,0.579598,0.693972,0.739375,0.85375,1,0,0,1,0,0.630603,0.579598,0.685471,0.693972,0.795625,0.85375,0.841875,0.739375
903881,0ce74e1035cba358,xclick,/m/09b5t,1,0.579598,0.742658,0.73375,0.88125,1,0,0,1,0,0.609737,0.579598,0.742658,0.68779,0.740625,0.76625,0.73375,0.88125
903882,0ce74e1035cba358,xclick,/m/09b5t,1,0.62442,0.753478,0.14375,0.26,1,0,0,1,0,0.641422,0.62442,0.753478,0.670788,0.14375,0.1575,0.183125,0.26
903883,0ce74e1035cba358,xclick,/m/09b5t,1,0.664606,0.761206,0.35375,0.4325,1,0,0,1,0,0.731839,0.664606,0.761206,0.727975,0.35375,0.38125,0.3775,0.4325
903884,0ce74e1035cba358,xclick,/m/09b5t,1,0.664606,0.789026,0.41875,0.561875,1,0,0,1,0,0.681607,0.664606,0.789026,0.702473,0.41875,0.4375,0.45625,0.561875
903885,0ce74e1035cba358,xclick,/m/09b5t,1,0.68779,0.769706,0.216875,0.3625,1,0,0,1,0,0.725657,0.68779,0.769706,0.719474,0.216875,0.285625,0.240625,0.3625
903886,0ce74e1035cba358,xclick,/m/09b5t,1,0.721793,0.854714,0.22375,0.370625,1,0,0,1,0,0.74034,0.721793,0.854714,0.778207,0.22375,0.309375,0.26,0.370625
903887,0ce74e1035cba358,xclick,/m/09b5t,1,0.729521,0.826893,0.670625,0.765,1,0,0,1,0,0.74034,0.729521,0.826893,0.755023,0.670625,0.72375,0.703125,0.765
903888,0ce74e1035cba358,xclick,/m/09b5t,1,0.765842,0.873261,0.3725,0.468125,1,0,0,1,0,0.778207,0.765842,0.873261,0.795209,0.3725,0.384375,0.38125,0.468125
903889,0ce74e1035cba358,xclick,/m/09b5t,1,0.765842,0.880216,0.650625,0.785,1,0,0,1,0,0.774343,0.765842,0.880216,0.801391,0.650625,0.71375,0.69125,0.785
903890,0ce74e1035cba358,xclick,/m/09b5t,1,0.776662,0.92813,0.475,0.6375,1,0,0,1,0,0.803709,0.776662,0.92813,0.809892,0.475,0.496875,0.54,0.6375
903891,0ce74e1035cba358,xclick,/m/09b5t,1,0.81221,0.913447,0.36875,0.486875,1,0,0,1,0,0.833076,0.81221,0.913447,0.854714,0.36875,0.42375,0.389375,0.486875
907463,0cf611be9fed2c74,xclick,/m/09b5t,1,0.205625,0.288125,0.4925,0.639167,1,0,0,0,0,0.23625,0.205625,0.26625,0.288125,0.4925,0.530833,0.639167,0.5375
907464,0cf611be9fed2c74,xclick,/m/09b5t,1,0.28625,0.794375,0.1325,0.833333,0,0,0,0,0,0.35125,0.4575,0.28625,0.794375,0.1325,0.833333,0.618333,0.434167
907465,0cf611be9fed2c74,xclick,/m/09b5t,1,0.485625,0.751875,0.634167,0.888333,1,0,0,0,0,0.644375,0.485625,0.65,0.751875,0.634167,0.7525,0.888333,0.699167
909966,0d011d9a8c95e447,xclick,/m/09b5t,1,0.0525,0.85,0.279375,0.808125,0,0,0,0,0,0.734167,0.85,0.4425,0.0525,0.279375,0.3575,0.808125,0.454375
910406,0d02a019f3cff5f9,xclick,/m/09b5t,1,0.0,0.905566,0.0,0.999375,0,0,0,0,0,0.456535,0.0,0.425891,0.905566,0.999375,0.28768,0.0,0.146341
915953,0d18f17a04a0770f,xclick,/m/09b5t,1,0.414062,0.559375,0.329167,0.70625,1,0,0,0,0,0.435937,0.470313,0.414062,0.559375,0.329167,0.70625,0.53125,0.547917
916030,0d18ff8a820da552,xclick,/m/09b5t,1,0.0,0.539375,0.0075,0.999167,0,0,0,0,0,0.435625,0.539375,0.0,0.2825,0.0075,0.661667,0.326667,0.999167
916174,0d19be9e1390e7ae,xclick,/m/09b5t,1,0.04375,0.223125,0.423333,0.686667,1,0,0,0,0,0.2025,0.04375,0.223125,0.09625,0.423333,0.500833,0.458333,0.686667
916175,0d19be9e1390e7ae,xclick,/m/09b5t,1,0.345625,0.534375,0.389167,0.6375,1,0,0,0,0,0.3675,0.345625,0.534375,0.40625,0.389167,0.4425,0.475,0.6375
916176,0d19be9e1390e7ae,xclick,/m/09b5t,1,0.48,0.7175,0.288333,0.6475,1,0,0,0,0,0.666875,0.48,0.603125,0.7175,0.288333,0.430833,0.6475,0.5975
916979,0d1d02bc05072cf8,xclick,/m/09b5t,1,0.027778,0.341374,0.168992,0.606977,1,0,0,0,0,0.070175,0.341374,0.141813,0.027778,0.168992,0.355039,0.606977,0.336434
916980,0d1d02bc05072cf8,xclick,/m/09b5t,1,0.217105,0.703216,0.454264,0.939535,1,0,0,0,0,0.580409,0.217105,0.703216,0.368421,0.454264,0.705426,0.686822,0.939535
916981,0d1d02bc05072cf8,xclick,/m/09b5t,1,0.669591,0.910819,0.38062,0.664341,1,0,0,0,0,0.688596,0.669591,0.910819,0.760234,0.38062,0.424031,0.441085,0.664341
916982,0d1d02bc05072cf8,xclick,/m/09b5t,1,0.693713,0.994883,0.172868,0.593798,1,0,0,0,0,0.730994,0.693713,0.994883,0.872076,0.172868,0.210853,0.244961,0.593798
920520,0d2c4cc9852b4853,xclick,/m/09b5t,1,0.068333,0.809167,0.218125,0.879375,1,0,0,0,0,0.595833,0.449167,0.068333,0.809167,0.218125,0.879375,0.595625,0.41
921930,0d32ea61b72ed1d5,xclick,/m/09b5t,1,0.410625,0.528125,0.551595,0.743902,1,0,0,0,0,0.49,0.410625,0.528125,0.50625,0.551595,0.615385,0.663227,0.743902
921931,0d32ea61b72ed1d5,xclick,/m/09b5t,1,0.82375,0.95,0.356473,0.667917,1,0,0,0,0,0.82375,0.8525,0.825,0.95,0.356473,0.667917,0.554409,0.467167
924149,0d3adf20542f9965,xclick,/m/09b5t,1,0.218125,0.290625,0.66,0.798333,0,0,0,0,0,0.27125,0.218125,0.27125,0.290625,0.66,0.713333,0.798333,0.695
924150,0d3adf20542f9965,xclick,/m/09b5t,1,0.35375,0.62,0.350833,0.876667,0,0,0,0,0,0.430625,0.499375,0.62,0.35375,0.350833,0.876667,0.68,0.448333
924151,0d3adf20542f9965,xclick,/m/09b5t,1,0.370625,0.62,0.126667,0.506667,1,0,0,0,0,0.399375,0.370625,0.54625,0.62,0.126667,0.1625,0.506667,0.380833
924152,0d3adf20542f9965,xclick,/m/09b5t,1,0.39,0.478125,0.8,0.908333,0,0,0,0,0,0.43,0.39,0.451875,0.478125,0.8,0.840833,0.908333,0.834167
924153,0d3adf20542f9965,xclick,/m/09b5t,1,0.488125,0.609375,0.798333,0.935833,0,0,0,0,0,0.58375,0.488125,0.531875,0.609375,0.798333,0.861667,0.935833,0.840833
924154,0d3adf20542f9965,xclick,/m/09b5t,1,0.5125,0.9775,0.0,0.570833,1,1,0,0,0,0.935,0.5125,0.77625,0.9775,0.0,0.169167,0.570833,0.000833
924155,0d3adf20542f9965,xclick,/m/09b5t,1,0.6275,0.754375,0.835833,0.963333,0,0,0,0,0,0.686875,0.6275,0.686875,0.754375,0.835833,0.868333,0.963333,0.908333
929694,0d513ca6bfb9fc65,xclick,/m/09b5t,1,0.0,0.12375,0.1625,0.408333,0,1,0,0,0,0.0,0.030625,0.12375,0.003125,0.1625,0.408333,0.235,0.253333
929695,0d513ca6bfb9fc65,xclick,/m/09b5t,1,0.20875,0.540625,0.279167,0.934167,1,0,0,0,0,0.236875,0.20875,0.32625,0.540625,0.279167,0.744167,0.934167,0.663333
929696,0d513ca6bfb9fc65,xclick,/m/09b5t,1,0.25,0.8125,0.445,0.999167,0,0,0,0,0,0.733125,0.8125,0.55,0.25,0.445,0.6125,0.999167,0.985833
929697,0d513ca6bfb9fc65,xclick,/m/09b5t,1,0.341875,0.56625,0.18,0.634167,1,0,0,0,0,0.395,0.341875,0.51375,0.56625,0.18,0.456667,0.634167,0.470833
932487,0d5d305e01ada13b,xclick,/m/09b5t,1,0.0,0.593125,0.040262,0.80618,0,0,0,0,0,0.544375,0.593125,0.068125,0.0,0.040262,0.154494,0.80618,0.438202
937686,0d71d45ce8f0c703,xclick,/m/09b5t,1,0.0,0.576875,0.025424,0.950094,1,1,0,0,0,0.004375,0.0,0.576875,0.25125,0.025424,0.229755,0.407721,0.950094
938423,0d75477f9f7f69f8,xclick,/m/09b5t,1,0.110625,0.346875,0.2625,0.915,1,0,0,0,0,0.265625,0.110625,0.346875,0.17,0.2625,0.548333,0.666667,0.915
938424,0d75477f9f7f69f8,xclick,/m/09b5t,1,0.270625,0.861875,0.004167,0.959167,1,0,0,0,0,0.334375,0.439375,0.861875,0.270625,0.004167,0.959167,0.389167,0.151667
946559,0d996e7c830b15b5,xclick,/m/09b5t,1,0.13375,0.63375,0.270833,0.97,0,0,0,0,0,0.143125,0.13375,0.386875,0.63375,0.270833,0.320833,0.97,0.410833
946560,0d996e7c830b15b5,xclick,/m/09b5t,1,0.455,0.999375,0.0,0.600833,0,0,0,0,0,0.530625,0.71,0.999375,0.455,0.0,0.600833,0.3025,0.071667
950801,0da906e51d20597d,xclick,/m/09b5t,1,0.0,0.221875,0.289062,0.596875,0,1,0,0,0,0.192188,0.0,0.096875,0.221875,0.289062,0.429688,0.596875,0.326562
950802,0da906e51d20597d,xclick,/m/09b5t,1,0.298438,0.728125,0.43125,0.796875,0,0,0,0,0,0.69375,0.728125,0.485938,0.298438,0.43125,0.4625,0.796875,0.465625
950803,0da906e51d20597d,xclick,/m/09b5t,1,0.678125,0.857813,0.245312,0.473437,1,0,0,0,0,0.845313,0.678125,0.740625,0.857813,0.245312,0.415625,0.473437,0.270313
950804,0da906e51d20597d,xclick,/m/09b5t,1,0.723437,0.920313,0.46875,0.765625,0,0,0,0,0,0.857812,0.723437,0.79375,0.920313,0.46875,0.55,0.765625,0.584375
953276,0db3b3a82c09101f,xclick,/m/09b5t,1,0.329375,0.5175,0.425464,0.740243,0,0,0,0,0,0.450625,0.40125,0.329375,0.5175,0.425464,0.740243,0.621241,0.575176
955759,0dbd0163c99482de,xclick,/m/09b5t,1,0.0,0.716406,0.277083,0.998958,1,1,0,0,0,0.503125,0.0,0.135156,0.716406,0.277083,0.766667,0.998958,0.530208
961961,0dd714bee3fa8362,xclick,/m/09b5t,1,0.212339,0.317073,0.265758,0.420784,0,0,0,0,0,0.286944,0.266858,0.212339,0.317073,0.265758,0.420784,0.342419,0.339012
964818,0de4dc27161ab656,xclick,/m/09b5t,1,0.0,0.203125,0.37194,0.659134,0,1,0,0,0,0.0925,0.09125,0.203125,0.0,0.37194,0.659134,0.651601,0.467043
965454,0de744229d460b7b,xclick,/m/09b5t,1,0.0,0.695625,0.0,0.999062,1,1,1,0,0,0.649375,0.0,0.26625,0.695625,0.0,0.227017,0.999062,0.0
967294,0def4ca09978bff5,xclick,/m/09b5t,1,0.392188,0.889844,0.276042,0.998958,1,0,0,0,0,0.466406,0.392188,0.697656,0.889844,0.276042,0.3375,0.998958,0.466667
967594,0df0a121f6e5facb,xclick,/m/09b5t,1,0.357812,0.720312,0.397917,0.785417,1,0,0,0,0,0.692187,0.720312,0.532813,0.357812,0.397917,0.408333,0.785417,0.61875
968202,0df287cc2ebbe842,xclick,/m/09b5t,1,0.0,0.996667,0.08,0.995556,0,0,0,0,0,0.51,0.996667,0.856667,0.0,0.08,0.52,0.995556,0.937778
970711,0dfc1ddefa24ed0b,xclick,/m/09b5t,1,0.25,0.723437,0.245833,0.779167,1,0,0,0,0,0.307031,0.25,0.496875,0.723437,0.245833,0.302083,0.779167,0.380208
971166,0dfde4eabda89188,xclick,/m/09b5t,1,0.445312,0.764063,0.057813,0.53125,1,0,0,0,0,0.579688,0.445312,0.5125,0.764063,0.057813,0.290625,0.53125,0.176563
971167,0dfde4eabda89188,xclick,/m/09b5t,1,0.721875,0.889063,0.223438,0.478125,1,0,0,0,0,0.760938,0.721875,0.889063,0.809375,0.223438,0.329688,0.239063,0.478125
972184,0e02493d3259bcf6,xclick,/m/09b5t,1,0.269375,0.465625,0.46161,0.929775,1,0,0,0,0,0.329375,0.269375,0.465625,0.309375,0.46161,0.690075,0.691948,0.929775
972185,0e02493d3259bcf6,xclick,/m/09b5t,1,0.325625,0.574375,0.147004,0.684457,1,0,0,0,0,0.48875,0.325625,0.574375,0.478125,0.147004,0.350187,0.406367,0.684457
972186,0e02493d3259bcf6,xclick,/m/09b5t,1,0.4575,0.721875,0.411985,0.920412,1,0,0,0,0,0.65375,0.4575,0.721875,0.6575,0.411985,0.822097,0.58427,0.920412
972187,0e02493d3259bcf6,xclick,/m/09b5t,1,0.74,0.999375,0.394195,0.82397,1,0,0,0,0,0.975625,0.999375,0.8575,0.74,0.394195,0.467228,0.82397,0.501873
973267,0e07262744703b8f,xclick,/m/09b5t,1,0.00625,0.999375,0.0,0.999287,0,0,0,0,0,0.583125,0.999375,0.66875,0.00625,0.0,0.402282,0.999287,0.662625
980578,0e2871df2330a6ae,xclick,/m/09b5t,1,0.0,0.81625,0.035863,0.999166,0,1,0,0,0,0.661875,0.81625,0.605625,0.0,0.035863,0.51543,0.999166,0.733945
983909,0e3598c71d83c559,xclick,/m/09b5t,1,0.0,0.623125,0.065728,0.969014,0,1,0,0,0,0.445,0.623125,0.149375,0.0,0.065728,0.338028,0.969014,0.537089
987055,0e451a0796f7b75b,xclick,/m/09b5t,1,0.4175,0.605625,0.41651,0.737336,1,0,0,0,0,0.57375,0.4175,0.605625,0.536875,0.41651,0.56848,0.605066,0.737336
988498,0e4985a8c25293fd,xclick,/m/09b5t,1,0.075781,0.501562,0.168224,0.998832,1,1,0,0,0,0.175,0.075781,0.239063,0.501562,0.168224,0.575935,0.998832,0.529206
988499,0e4985a8c25293fd,xclick,/m/09b5t,1,0.414062,0.964844,0.375,0.964953,1,0,0,0,0,0.435937,0.414062,0.964844,0.692969,0.375,0.435748,0.544393,0.964953
997839,0e72bde2aa82c0e5,xclick,/m/09b5t,1,0.0,0.39625,0.142589,0.837711,1,0,0,0,0,0.3425,0.39625,0.16875,0.0,0.142589,0.232645,0.837711,0.511257
997840,0e72bde2aa82c0e5,xclick,/m/09b5t,1,0.546875,0.999375,0.029081,0.97561,1,1,0,0,0,0.591875,0.546875,0.705625,0.999375,0.029081,0.102251,0.97561,0.413696
999283,0e7a09530c9ad2db,xclick,/m/09b5t,1,0.319375,0.46875,0.387778,0.728889,1,0,0,0,0,0.445,0.406875,0.46875,0.319375,0.387778,0.728889,0.554444,0.452222
999284,0e7a09530c9ad2db,xclick,/m/09b5t,1,0.404375,0.5725,0.421111,0.706667,1,0,0,0,0,0.404375,0.540625,0.5725,0.491875,0.421111,0.421111,0.517778,0.706667
999285,0e7a09530c9ad2db,xclick,/m/09b5t,1,0.551875,0.691875,0.466667,0.891111,1,0,0,0,0,0.62,0.551875,0.691875,0.646875,0.466667,0.644444,0.598889,0.891111
1005147,0e935d972cdcc94c,xclick,/m/09b5t,1,0.448125,0.999375,0.233583,0.999062,0,1,0,0,0,0.624375,0.448125,0.725,0.999375,0.233583,0.461538,0.999062,0.853659
1007972,0e9f31304c9df962,xclick,/m/09b5t,1,0.261875,0.39375,0.525,0.800833,1,0,0,0,0,0.301875,0.261875,0.39375,0.346875,0.525,0.7025,0.6575,0.800833
1007973,0e9f31304c9df962,xclick,/m/09b5t,1,0.433125,0.796875,0.406667,0.900833,1,0,0,0,0,0.471875,0.433125,0.57875,0.796875,0.406667,0.4825,0.900833,0.626667
1021171,0ed3c3844a7429a4,xclick,/m/09b5t,1,0.08871,0.905242,0.144495,0.931193,1,0,0,0,0,0.78629,0.905242,0.544355,0.08871,0.144495,0.21789,0.931193,0.364679
1024882,0ee4f8d2004980b8,xclick,/m/09b5t,1,0.2575,0.826875,0.035833,0.805,0,0,0,1,0,0.434375,0.575,0.826875,0.2575,0.035833,0.805,0.614167,0.626667
1027446,0eed41fef3a0fd08,xclick,/m/09b5t,1,0.0075,0.538125,0.408663,0.999058,0,1,0,0,0,0.389375,0.0075,0.538125,0.5175,0.408663,0.829567,0.929379,0.999058
1027447,0eed41fef3a0fd08,xclick,/m/09b5t,1,0.6575,0.999375,0.022599,0.999058,0,1,0,0,0,0.881875,0.7725,0.6575,0.999375,0.022599,0.999058,0.50565,0.645009
1029805,0ef804c23d86493e,xclick,/m/09b5t,1,0.245625,0.3875,0.4275,0.618333,1,0,0,0,0,0.269375,0.245625,0.303125,0.3875,0.4275,0.461667,0.618333,0.503333
1029806,0ef804c23d86493e,xclick,/m/09b5t,1,0.454375,0.774375,0.485833,0.830833,1,0,0,0,0,0.764375,0.454375,0.774375,0.71125,0.485833,0.635833,0.540833,0.830833
1040104,0f1ef21a1de96752,xclick,/m/09b5t,1,0.16875,0.5125,0.1175,0.871667,1,0,0,0,0,0.270625,0.16875,0.339375,0.5125,0.1175,0.488333,0.871667,0.355
1040105,0f1ef21a1de96752,xclick,/m/09b5t,1,0.443125,0.768125,0.183333,0.914167,0,0,0,0,0,0.54625,0.443125,0.768125,0.64375,0.183333,0.614167,0.501667,0.914167
1046417,0f38a2302b0984dd,xclick,/m/09b5t,1,0.066993,0.503268,0.245098,0.818627,0,0,0,0,0,0.271242,0.066993,0.468954,0.503268,0.818627,0.674837,0.245098,0.303922
1048141,0f416d4b9a767656,xclick,/m/09b5t,1,0.070625,0.199375,0.389306,0.724203,0,0,0,0,0,0.118125,0.14375,0.199375,0.070625,0.389306,0.724203,0.573171,0.529081
1048142,0f416d4b9a767656,xclick,/m/09b5t,1,0.315,0.394375,0.617261,0.757974,0,0,0,0,0,0.350625,0.315,0.36625,0.394375,0.617261,0.659475,0.757974,0.665103
1048143,0f416d4b9a767656,xclick,/m/09b5t,1,0.383125,0.699375,0.405253,0.702627,1,0,1,0,0,0.586875,0.383125,0.699375,0.645625,0.405253,0.49531,0.603189,0.702627
1048144,0f416d4b9a767656,xclick,/m/09b5t,1,0.391875,0.465,0.463415,0.604128,0,0,0,0,0,0.401875,0.391875,0.43125,0.465,0.463415,0.501876,0.604128,0.478424
1048145,0f416d4b9a767656,xclick,/m/09b5t,1,0.494375,0.553125,0.450281,0.621013,1,0,0,0,0,0.544375,0.494375,0.52625,0.553125,0.450281,0.527205,0.621013,0.498124
1048146,0f416d4b9a767656,xclick,/m/09b5t,1,0.514375,0.596875,0.413696,0.529081,1,0,0,0,0,0.58375,0.514375,0.558125,0.596875,0.413696,0.470919,0.529081,0.459662
1048147,0f416d4b9a767656,xclick,/m/09b5t,1,0.52875,0.610625,0.549719,0.675422,1,0,0,0,0,0.543125,0.52875,0.57875,0.610625,0.549719,0.558161,0.675422,0.571295
1048148,0f416d4b9a767656,xclick,/m/09b5t,1,0.59,0.68,0.560037,0.682927,0,0,0,0,0,0.598125,0.59,0.6325,0.68,0.560037,0.571295,0.682927,0.590056
